x,y,A,Theta,Phi,Pi,Psi_re,Psi_im
0,0,1.001456646959e+00,6.136780198616e-01,1.618033988750e+00,1.000000000000e+00,1.324727015216e+00,9.331478882786e-01
0,1,1.001573089449e+00,6.232488821081e-01,1.618033988750e+00,1.000000000000e+00,1.315888433374e+00,9.458937052157e-01
0,2,1.001696767688e+00,6.329538942138e-01,1.618033988750e+00,1.000000000000e+00,1.306808048087e+00,9.587380468808e-01
0,3,1.001827936933e+00,6.427915629734e-01,1.618033988750e+00,1.000000000000e+00,1.297483096484e+00,9.716746126694e-01
0,4,1.001966843866e+00,6.527600940048e-01,1.618033988750e+00,1.000000000000e+00,1.287911171030e+00,9.846966336223e-01
0,5,1.002113724683e+00,6.628573742427e-01,1.618033988750e+00,1.000000000000e+00,1.278090259120e+00,9.977968637722e-01
0,6,1.002268803103e+00,6.730809542046e-01,1.618033988750e+00,1.000000000000e+00,1.268018784590e+00,1.010967573268e+00
0,7,1.002432288304e+00,6.834280301092e-01,1.618033988750e+00,1.000000000000e+00,1.257695651056e+00,1.024200543509e+00
0,8,1.002604372799e+00,6.938954259389e-01,1.618033988750e+00,1.000000000000e+00,1.247120286973e+00,1.037487064534e+00
0,9,1.002785230264e+00,7.044795755484e-01,1.618033988750e+00,1.000000000000e+00,1.236292692231e+00,1.050817934897e+00
0,10,1.002975013328e+00,7.151765049306e-01,1.618033988750e+00,1.000000000000e+00,1.225213486120e+00,1.064183464277e+00
0,11,1.003173851341e+00,7.259818147651e-01,1.618033988750e+00,1.000000000000e+00,1.213883956428e+00,1.077573479061e+00
0,12,1.003381848140e+00,7.368906633843e-01,1.618033988750e+00,1.000000000000e+00,1.202306109383e+00,1.090977331123e+00
0,13,1.003599079817e+00,7.478977503010e-01,1.618033988750e+00,1.000000000000e+00,1.190482720151e+00,1.104383910027e+00
0,14,1.003825592521e+00,7.589973004564e-01,1.618033988750e+00,1.000000000000e+00,1.178417383507e+00,1.117781658837e+00
0,15,1.004061400301e+00,7.701830493537e-01,1.618033988750e+00,1.000000000000e+00,1.166114564289e+00,1.131158593726e+00
0,16,1.004306483017e+00,7.814482292533e-01,1.618033988750e+00,1.000000000000e+00,1.153579647185e+00,1.144502327519e+00
0,17,1.004560784338e+00,7.927855566153e-01,1.618033988750e+00,1.000000000000e+00,1.140818985363e+00,1.157800097292e+00
0,18,1.004824209834e+00,8.041872209789e-01,1.618033988750e+00,1.000000000000e+00,1.127839947401e+00,1.171038796083e+00
0,19,1.005096625209e+00,8.156448754794e-01,1.618033988750e+00,1.000000000000e+00,1.114650961971e+00,1.184205008751e+00
0,20,1.005377854670e+00,8.271496292017e-01,1.618033988750e+00,1.000000000000e+00,1.101261559645e+00,1.197285051951e+00
0,21,1.005667679467e+00,8.386920415761e-01,1.618033988750e+00,1.000000000000e+00,1.087682411211e+00,1.210265018122e+00
0,22,1.005965836618e+00,8.502621190202e-01,1.618033988750e+00,1.000000000000e+00,1.073925361832e+00,1.223130823348e+00
0,23,1.006272017845e+00,8.618493140293e-01,1.618033988750e+00,1.000000000000e+00,1.060003460387e+00,1.235868258868e+00
0,24,1.006585868738e+00,8.734425269102e-01,1.618033988750e+00,1.000000000000e+00,1.045930983307e+00,1.248463045927e+00
0,25,1.006906988155e+00,8.850301103510e-01,1.618033988750e+00,1.000000000000e+00,1.031723452249e+00,1.260900893618e+00
0,26,1.007234927895e+00,8.965998770014e-01,1.618033988750e+00,1.000000000000e+00,1.017397644940e+00,1.273167559254e+00
0,27,1.007569192643e+00,9.081391102315e-01,1.618033988750e+00,1.000000000000e+00,1.002971598563e+00,1.285248910761e+00
